user_id,block_id,trial_id,starting_x,starting_y,target_x,target_y,angle,distance,rail_length
39281,0,0,10.21,-14.69,8.0,-7.0,286,8,8
39281,0,1,9.71,-8.03,8.0,-7.0,329,2,8
39281,0,2,-10.12,-10.39,-8.0,-7.0,238,4,8
39281,0,0,10.21,-14.69,8.0,-7.0,286,8,8
39281,0,1,9.71,-8.03,8.0,-7.0,329,2,8
39281,1,6,4.04,-14.44,8.0,-15.0,172,4,2
39281,1,7,4.0,-11.14,12.0,-11.0,181,8,2
39281,1,8,11.6,-5.25,8.0,-7.0,26,4,2
39281,1,9,11.39,-4.88,8.0,-7.0,32,4,2
39281,1,10,-10.25,-10.03,-12.0,-11.0,29,2,2
39281,1,11,-7.76,-5.01,-8.0,-7.0,83,2,2
39281,2,12,-3.19,-8.61,-8.0,-15.0,53,8,8
39281,2,13,-7.53,-4.37,-12.0,-11.0,56,8,8
39281,2,14,-4.47,-8.88,-8.0,-7.0,332,4,8
39281,2,15,-7.48,-5.07,-8.0,-7.0,75,2,8
39281,2,16,-0.03,-6.3,-8.0,-7.0,5,8,8
39281,2,17,6.75,-7.1,8.0,-15.0,99,8,8
39281,3,18,11.86,-3.0,12.0,-11.0,91,8,2
39281,3,19,8.29,-12.5,12.0,-11.0,202,4,2
39281,3,20,10.88,-12.66,12.0,-11.0,236,2,2
39281,3,21,11.63,-7.87,8.0,-15.0,63,8,2
39281,3,22,-4.06,-15.69,-8.0,-15.0,350,4,2
39281,3,23,1.7,-11.93,8.0,-7.0,218,8,2
39281,4,24,4.04,-14.44,8.0,-15.0,172,4,8
39281,4,25,4.0,-11.14,12.0,-11.0,181,8,8
39281,4,26,11.6,-5.25,8.0,-7.0,26,4,8
39281,4,27,11.39,-4.88,8.0,-7.0,32,4,8
39281,4,28,-10.25,-10.03,-12.0,-11.0,29,2,8
39281,4,29,-7.76,-5.01,-8.0,-7.0,83,2,8
39281,5,30,-3.19,-8.61,-8.0,-15.0,53,8,2
39281,5,31,-7.53,-4.37,-12.0,-11.0,56,8,2
39281,5,32,-4.47,-8.88,-8.0,-7.0,332,4,2
