user_id,block_id,trial_id,starting_x,starting_y,target_x,target_y,angle,distance,rail_length
64583,-1,0,-3.28,-4.81,-6.0,-9.0,57,5,8
64583,-1,1,2.91,-13.54,-6.0,-9.0,333,10,16
64583,-1,2,6.46,-7.74,-3.0,-11.0,19,10,0
64583,-1,3,0.95,-11.91,0.0,-7.0,281,5,8
64583,-1,4,7.71,-13.7,6.0,-9.0,290,5,16
64583,0,5,3.94,-10.08,0.0,-7.0,322,5,8
64583,0,6,-2.99,-4.62,6.0,-9.0,154,10,8
64583,0,7,-3.2,-4.85,-6.0,-9.0,56,5,8
64583,0,8,-6.7,-13.42,3.0,-11.0,194,10,8
64583,0,9,1.59,-11.35,6.0,-9.0,208,5,8
64583,1,10,-5.65,-6.76,-3.0,-11.0,122,5,8
64583,1,11,6.56,-14.55,0.0,-7.0,311,10,8
64583,1,12,-2.0,-11.0,3.0,-11.0,180,5,8
64583,1,13,-7.24,-8.35,-3.0,-11.0,148,5,8
64583,1,14,6.9,-12.39,-3.0,-11.0,352,10,8
64583,2,15,-5.65,-6.76,-3.0,-11.0,122,5,0
64583,2,16,6.56,-14.55,0.0,-7.0,311,10,0
64583,2,17,-2.0,-11.0,3.0,-11.0,180,5,0
64583,2,18,-7.24,-8.35,-3.0,-11.0,148,5,0
64583,2,19,6.9,-12.39,-3.0,-11.0,352,10,0
64583,3,20,7.89,-9.96,3.0,-11.0,12,5,8
64583,3,21,7.55,-13.56,0.0,-7.0,319,10,8
64583,3,22,2.57,-14.15,-6.0,-9.0,329,10,8
64583,3,23,-3.9,-7.61,6.0,-9.0,172,10,8
64583,3,24,-6.99,-11.35,3.0,-11.0,182,10,8
64583,4,25,-3.28,-4.81,-6.0,-9.0,57,5,8
64583,4,26,2.91,-13.54,-6.0,-9.0,333,10,8
64583,4,27,6.46,-7.74,-3.0,-11.0,19,10,8
64583,4,28,0.95,-11.91,0.0,-7.0,281,5,8
64583,4,29,7.71,-13.7,6.0,-9.0,290,5,8
64583,5,30,7.89,-9.96,3.0,-11.0,12,5,16
64583,5,31,7.55,-13.56,0.0,-7.0,319,10,16
64583,5,32,2.57,-14.15,-6.0,-9.0,329,10,16
64583,5,33,-3.9,-7.61,6.0,-9.0,172,10,16
64583,5,34,-6.99,-11.35,3.0,-11.0,182,10,16
64583,6,35,-3.28,-4.81,-6.0,-9.0,57,5,0
64583,6,36,2.91,-13.54,-6.0,-9.0,333,10,0
64583,6,37,6.46,-7.74,-3.0,-11.0,19,10,0
64583,6,38,0.95,-11.91,0.0,-7.0,281,5,0
64583,6,39,7.71,-13.7,6.0,-9.0,290,5,0
64583,7,40,-3.28,-4.81,-6.0,-9.0,57,5,16
64583,7,41,2.91,-13.54,-6.0,-9.0,333,10,16
64583,7,42,6.46,-7.74,-3.0,-11.0,19,10,16
64583,7,43,0.95,-11.91,0.0,-7.0,281,5,16
64583,7,44,7.71,-13.7,6.0,-9.0,290,5,16
64583,8,45,7.89,-9.96,3.0,-11.0,12,5,0
64583,8,46,7.55,-13.56,0.0,-7.0,319,10,0
64583,8,47,2.57,-14.15,-6.0,-9.0,329,10,0
64583,8,48,-3.9,-7.61,6.0,-9.0,172,10,0
64583,8,49,-6.99,-11.35,3.0,-11.0,182,10,0
64583,9,50,3.94,-10.08,0.0,-7.0,322,5,0
64583,9,51,-2.99,-4.62,6.0,-9.0,154,10,0
64583,9,52,-3.2,-4.85,-6.0,-9.0,56,5,0
64583,9,53,-6.7,-13.42,3.0,-11.0,194,10,0
64583,9,54,1.59,-11.35,6.0,-9.0,208,5,0
64583,10,55,3.94,-10.08,0.0,-7.0,322,5,16
64583,10,56,-2.99,-4.62,6.0,-9.0,154,10,16
64583,10,57,-3.2,-4.85,-6.0,-9.0,56,5,16
64583,10,58,-6.7,-13.42,3.0,-11.0,194,10,16
64583,10,59,1.59,-11.35,6.0,-9.0,208,5,16
64583,11,60,-5.65,-6.76,-3.0,-11.0,122,5,16
64583,11,61,6.56,-14.55,0.0,-7.0,311,10,16
64583,11,62,-2.0,-11.0,3.0,-11.0,180,5,16
64583,11,63,-7.24,-8.35,-3.0,-11.0,148,5,16
64583,11,64,6.9,-12.39,-3.0,-11.0,352,10,16
