user_id,block_id,trial_id,starting_x,starting_y,target_x,target_y,angle,distance,rail_length
39582,-1,0,-6.06,-6.77,3.0,-11.0,155,10,8
39582,-1,1,0.41,-14.66,-3.0,-11.0,313,5,through
39582,-1,2,-5.66,-6.0,3.0,-11.0,150,10,forcefield
39582,-1,3,-1.76,-12.55,3.0,-11.0,198,5,0
39582,-1,4,-3.7,-6.05,-3.0,-11.0,98,5,8
39582,0,5,5.83,-14.0,6.0,-9.0,268,5,through
39582,0,6,-4.71,-13.83,-6.0,-9.0,285,5,through
39582,0,7,4.69,-15.83,0.0,-7.0,298,10,through
39582,0,8,6.82,-9.09,-3.0,-11.0,11,10,through
39582,0,9,-4.83,-8.29,0.0,-7.0,195,5,through
39582,1,10,3.56,-6.08,-6.0,-9.0,17,10,0
39582,1,11,7.99,-10.65,3.0,-11.0,4,5,0
39582,1,12,3.65,-4.59,6.0,-9.0,118,5,0
39582,1,13,-4.37,-13.73,-6.0,-9.0,289,5,0
39582,1,14,-3.95,-10.05,6.0,-9.0,186,10,0
39582,2,15,5.83,-14.0,6.0,-9.0,268,5,0
39582,2,16,-4.71,-13.83,-6.0,-9.0,285,5,0
39582,2,17,4.69,-15.83,0.0,-7.0,298,10,0
39582,2,18,6.82,-9.09,-3.0,-11.0,11,10,0
39582,2,19,-4.83,-8.29,0.0,-7.0,195,5,0
39582,3,20,3.56,-6.08,-6.0,-9.0,17,10,8
39582,3,21,7.99,-10.65,3.0,-11.0,4,5,8
39582,3,22,3.65,-4.59,6.0,-9.0,118,5,8
39582,3,23,-4.37,-13.73,-6.0,-9.0,289,5,8
39582,3,24,-3.95,-10.05,6.0,-9.0,186,10,8
39582,4,25,-4.54,-15.91,0.0,-7.0,243,10,through
39582,4,26,6.21,-14.91,-3.0,-11.0,337,10,through
39582,4,27,4.53,-4.89,0.0,-7.0,25,5,through
39582,4,28,-2.29,-14.59,6.0,-9.0,214,10,through
39582,4,29,1.99,-15.02,-6.0,-9.0,323,10,through
39582,5,30,-6.06,-6.77,3.0,-11.0,155,10,8
39582,5,31,0.41,-14.66,-3.0,-11.0,313,5,8
39582,5,32,-5.66,-6.0,3.0,-11.0,150,10,8
39582,5,33,-1.76,-12.55,3.0,-11.0,198,5,8
39582,5,34,-3.7,-6.05,-3.0,-11.0,98,5,8
39582,6,35,-6.06,-6.77,3.0,-11.0,155,10,0
39582,6,36,0.41,-14.66,-3.0,-11.0,313,5,0
39582,6,37,-5.66,-6.0,3.0,-11.0,150,10,0
39582,6,38,-1.76,-12.55,3.0,-11.0,198,5,0
39582,6,39,-3.7,-6.05,-3.0,-11.0,98,5,0
39582,7,40,3.56,-6.08,-6.0,-9.0,17,10,through
39582,7,41,7.99,-10.65,3.0,-11.0,4,5,through
39582,7,42,3.65,-4.59,6.0,-9.0,118,5,through
39582,7,43,-4.37,-13.73,-6.0,-9.0,289,5,through
39582,7,44,-3.95,-10.05,6.0,-9.0,186,10,through
39582,8,45,-4.54,-15.91,0.0,-7.0,243,10,0
39582,8,46,6.21,-14.91,-3.0,-11.0,337,10,0
39582,8,47,4.53,-4.89,0.0,-7.0,25,5,0
39582,8,48,-2.29,-14.59,6.0,-9.0,214,10,0
39582,8,49,1.99,-15.02,-6.0,-9.0,323,10,0
39582,9,50,-6.06,-6.77,3.0,-11.0,155,10,through
39582,9,51,0.41,-14.66,-3.0,-11.0,313,5,through
39582,9,52,-5.66,-6.0,3.0,-11.0,150,10,through
39582,9,53,-1.76,-12.55,3.0,-11.0,198,5,through
39582,9,54,-3.7,-6.05,-3.0,-11.0,98,5,through
39582,10,55,-4.54,-15.91,0.0,-7.0,243,10,forcefield
39582,10,56,6.21,-14.91,-3.0,-11.0,337,10,forcefield
39582,10,57,4.53,-4.89,0.0,-7.0,25,5,forcefield
39582,10,58,-2.29,-14.59,6.0,-9.0,214,10,forcefield
39582,10,59,1.99,-15.02,-6.0,-9.0,323,10,forcefield
39582,11,60,3.56,-6.08,-6.0,-9.0,17,10,forcefield
39582,11,61,7.99,-10.65,3.0,-11.0,4,5,forcefield
39582,11,62,3.65,-4.59,6.0,-9.0,118,5,forcefield
39582,11,63,-4.37,-13.73,-6.0,-9.0,289,5,forcefield
39582,11,64,-3.95,-10.05,6.0,-9.0,186,10,forcefield
39582,12,65,-6.06,-6.77,3.0,-11.0,155,10,forcefield
39582,12,66,0.41,-14.66,-3.0,-11.0,313,5,forcefield
39582,12,67,-5.66,-6.0,3.0,-11.0,150,10,forcefield
39582,12,68,-1.76,-12.55,3.0,-11.0,198,5,forcefield
39582,12,69,-3.7,-6.05,-3.0,-11.0,98,5,forcefield
39582,13,70,5.83,-14.0,6.0,-9.0,268,5,forcefield
39582,13,71,-4.71,-13.83,-6.0,-9.0,285,5,forcefield
39582,13,72,4.69,-15.83,0.0,-7.0,298,10,forcefield
39582,13,73,6.82,-9.09,-3.0,-11.0,11,10,forcefield
39582,13,74,-4.83,-8.29,0.0,-7.0,195,5,forcefield
39582,14,75,-4.54,-15.91,0.0,-7.0,243,10,8
39582,14,76,6.21,-14.91,-3.0,-11.0,337,10,8
39582,14,77,4.53,-4.89,0.0,-7.0,25,5,8
39582,14,78,-2.29,-14.59,6.0,-9.0,214,10,8
39582,14,79,1.99,-15.02,-6.0,-9.0,323,10,8
39582,15,80,5.83,-14.0,6.0,-9.0,268,5,8
39582,15,81,-4.71,-13.83,-6.0,-9.0,285,5,8
39582,15,82,4.69,-15.83,0.0,-7.0,298,10,8
39582,15,83,6.82,-9.09,-3.0,-11.0,11,10,8
39582,15,84,-4.83,-8.29,0.0,-7.0,195,5,8
